issue_title,issue_html_url,issue_pr_html_url,pr_title,bug_symptom_type,bug_symptom_detail,bug_root_cause_type,bug_root_cause_detail,repo,issue_create_date,issue_close_date,issue_duration_days,issue_comment_count,fix_change_loc,fix_change_file_count
Validation error when listing resources in simple-resource server example,https://github.com/modelcontextprotocol/python-sdk/issues/892,https://github.com/modelcontextprotocol/python-sdk/pull/907,fix: Use `FileUrl` on the `resources/list` call in the `simple-resource` example,Execution Error,Data Validation Failure,Framework Implementation Defects,Data Processing & Validation Error,modelcontextprotocol/python-sdk,2025-06-06T10:26:48Z,2025-06-11T08:48:43Z,4.93,1,4,1
`@app.resource()` does not accept `ctx: Context`,https://github.com/modelcontextprotocol/python-sdk/issues/244,https://github.com/modelcontextprotocol/python-sdk/pull/1336,Fix context injection for resources and prompts,Negotiation Failure,Discovery Failure,Framework Implementation Defects,Server-Tool Interaction Logic Error,modelcontextprotocol/python-sdk,2025-03-06T12:06:21Z,2025-09-11T13:30:07Z,189.06,5,1090,12
Content types should have default values for Literal type fields,https://github.com/modelcontextprotocol/python-sdk/issues/1731,https://github.com/modelcontextprotocol/python-sdk/pull/1867,fix: add default values to Literal type fields in content types,Unexpected Side Effects,User Extensibility Issue,Framework Implementation Defects,Type Error,modelcontextprotocol/python-sdk,2025-12-05T16:37:54Z,2026-01-16T10:01:59Z,41.73,1,18,1
Error during cleanup of server sqlite: Attempted to exit cancel scope in a different task than it was entered in,https://github.com/modelcontextprotocol/python-sdk/issues/252,https://github.com/modelcontextprotocol/python-sdk/pull/353,Chatbot example: clean up servers in correct order,Connection Termination,Connection Termination,Performance & Resource Defects,Concurrency/Asynchronous Issue,modelcontextprotocol/python-sdk,2025-03-10T12:00:27Z,2025-05-23T10:30:52Z,73.94,8,7,1
Deleting the session logs a warning if the server responds with HTTP 204,https://github.com/modelcontextprotocol/python-sdk/issues/696,https://github.com/modelcontextprotocol/python-sdk/pull/697,fix: 204 is an acceptable response to DELETEing the session,Execution Error,Documentation-Behavior Mismatch,Protocol & Specification Violations,Communication Transport Layer Issue,modelcontextprotocol/python-sdk,2025-05-12T18:57:11Z,2025-05-12T20:22:57Z,0.06,0,68,2
Review OAuth discovery URL priority order for path-based vs root-based OIDC,https://github.com/modelcontextprotocol/python-sdk/issues/1623,https://github.com/modelcontextprotocol/python-sdk/pull/1624,Fix OAuth discovery fallback and URL ordering,Negotiation Failure,Authentication Failure,Authentication & Authorization Defects,OAuth/JWT Protocol Violation,modelcontextprotocol/python-sdk,2025-11-13T11:52:41Z,2025-11-13T19:37:25Z,0.32,0,360,3
v2.10.0 breaks MCP servers by outputting non-JSON to stdout,https://github.com/PrefectHQ/fastmcp/issues/1010,https://github.com/PrefectHQ/fastmcp/pull/1011,"Revert ""Add CLI banner""",Negotiation Failure,MCP Protocol Error,Protocol & Specification Violations,MCP/JSON-RPC Protocol Violation,PrefectHQ/fastmcp,2025-07-02T03:34:31Z,2025-07-02T04:56:07Z,0.06,1,186,6
Documentation on mounting to existing ASGI server is missing information,https://github.com/modelcontextprotocol/python-sdk/issues/1484,https://github.com/modelcontextprotocol/python-sdk/pull/1669,fix: add lifespan context manager to StreamableHTTP mounting examples,Deployment Failure,Deployment Failure,Documentation & Usability Defects,Outdated or Erroneous Documentation,modelcontextprotocol/python-sdk,2025-10-16T03:34:07Z,2025-12-03T22:08:23Z,48.77,1,78,4
fastmcp tool func block asyncio,https://github.com/modelcontextprotocol/python-sdk/issues/1839,https://github.com/modelcontextprotocol/python-sdk/pull/1909,Don't block the event loop on non-async functions,Execution Hang/Poor Performance,Concurrency-Related Hang,Performance & Resource Defects,Concurrency/Asynchronous Issue,modelcontextprotocol/python-sdk,2026-01-07T11:56:24Z,2026-01-19T13:47:39Z,12.08,6,9,1
"Disable tools, resources and prompts in mounted proxy server",https://github.com/PrefectHQ/fastmcp/issues/1102,https://github.com/PrefectHQ/fastmcp/pull/1105,Add mirrored component support for proxy servers,Unexpected Side Effects,User Extensibility Issue,Framework Implementation Defects,Error/Exception Handling Defect,PrefectHQ/fastmcp,2025-07-09T17:16:16Z,2025-07-09T22:09:19Z,0.2,2,2,1
"Regression: Tool descriptions became too verbose in 2.11.3.dev25, causing context window explosion",https://github.com/PrefectHQ/fastmcp/issues/1449,https://github.com/PrefectHQ/fastmcp/pull/1452,Optimize OpenAPI payload size by 46%,Execution Hang/Poor Performance,Server Component Interaction Hang,Performance & Resource Defects,Low-Performance Implementation,PrefectHQ/fastmcp,2025-08-11T18:12:00Z,2025-08-11T21:31:55Z,0.14,5,435,10
The official example code does not work,https://github.com/modelcontextprotocol/python-sdk/issues/793,https://github.com/modelcontextprotocol/python-sdk/pull/801,[DOC] Fix example usage of get_context (plus a little more),Execution Error,Documentation-Behavior Mismatch,Documentation & Usability Defects,Outdated or Erroneous Documentation,modelcontextprotocol/python-sdk,2025-05-23T14:47:49Z,2025-05-26T09:22:41Z,2.77,4,9,1
[Breaking Change] v2.9.* requires trailing slash in SSE endpoints causing redirect loops,https://github.com/PrefectHQ/fastmcp/issues/991,https://github.com/PrefectHQ/fastmcp/pull/1387,Improve redirect handling to address 307's,Negotiation Failure,Transport Layer Error,Integration & Environment Errors,Integration Failure with Frameworks,PrefectHQ/fastmcp,2025-06-30T15:57:13Z,2025-08-08T15:55:31Z,39,7,234,9
Auth server metadata fallbacks abort on non-404 failures,https://github.com/modelcontextprotocol/python-sdk/issues/1192,https://github.com/modelcontextprotocol/python-sdk/pull/1193,fix: perform auth server metadata discovery fallbacks on any 4xx,Negotiation Failure,Authentication Failure,Authentication & Authorization Defects,Vendor/Client Implementation Inconsistency,modelcontextprotocol/python-sdk,2025-07-23T19:53:19Z,2025-07-24T10:32:36Z,0.61,1,107,2
Port mount_path support from official SDK,https://github.com/PrefectHQ/fastmcp/issues/370,https://github.com/PrefectHQ/fastmcp/pull/390,Ensure FastMCP handles nested SSE and SHTTP apps properly in ASGI frameworks,Negotiation Failure,Transport Layer Error,Integration & Environment Errors,Integration Failure with Frameworks,PrefectHQ/fastmcp,2025-05-08T03:44:28Z,2025-05-09T21:45:36Z,1.75,9,404,10
fom-action CSP directive failing for consent page,https://github.com/PrefectHQ/fastmcp/issues/2476,https://github.com/PrefectHQ/fastmcp/pull/2484,Add consent_csp_policy parameter for CSP customization,Negotiation Failure,Authentication Failure,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-11-24T05:23:05Z,2025-11-26T21:53:41Z,2.69,3,279,6
Response parsing errors after OAuth flow,https://github.com/modelcontextprotocol/python-sdk/issues/1173,https://github.com/modelcontextprotocol/python-sdk/pull/1174,fix: fix OAuth flow request object handling,Negotiation Failure,MCP Protocol Error,Authentication & Authorization Defects,Incomplete Authentication Flow,modelcontextprotocol/python-sdk,2025-07-18T23:12:07Z,2025-07-21T12:36:23Z,2.56,2,112,2
docutils pulled as a transitive dependency with restrictive license concerns,https://github.com/PrefectHQ/fastmcp/issues/2320,https://github.com/PrefectHQ/fastmcp/pull/2354,Pin Cyclopts to v4.0.0 + compliance note,Deployment Failure,Deployment Failure,Integration & Environment Errors,Dependency Version Incompatibility,PrefectHQ/fastmcp,2025-10-31T15:37:27Z,2025-11-03T23:37:14Z,3.33,2,41,4
`_handle_token_response` should accept `201` responses,https://github.com/modelcontextprotocol/python-sdk/issues/1502,https://github.com/modelcontextprotocol/python-sdk/pull/1503,fix: accept HTTP 201 status code in token exchange,Negotiation Failure,Authentication Failure,Authentication & Authorization Defects,Vendor/Client Implementation Inconsistency,modelcontextprotocol/python-sdk,2025-10-20T23:53:05Z,2025-12-19T18:22:01Z,59.77,0,112,2
Middleware should return Sequences not Lists,https://github.com/PrefectHQ/fastmcp/issues/2055,https://github.com/PrefectHQ/fastmcp/pull/2058,Change middleware return types from list to Sequence,Unexpected Side Effects,User Extensibility Issue,Framework Implementation Defects,Type Error,PrefectHQ/fastmcp,2025-10-10T22:39:22Z,2025-10-13T17:02:40Z,2.77,3,78,2
Inconsistent timeout and sse_read_timeout Types in sse_client and streamablehttp_client,https://github.com/modelcontextprotocol/python-sdk/issues/936,https://github.com/modelcontextprotocol/python-sdk/pull/941,Allow to pass timeout as float,Deployment Failure,Deployment Failure,Framework Implementation Defects,Type Error,modelcontextprotocol/python-sdk,2025-06-11T12:27:02Z,2025-06-12T07:31:33Z,0.79,1,44,1
GitHubProvider constructor missing allowed_client_redirect_uris,https://github.com/PrefectHQ/fastmcp/issues/1658,https://github.com/PrefectHQ/fastmcp/pull/1662,Add allowed_client_redirect_uris to OAuth provider subclasses,Negotiation Failure,Authentication Failure,Authentication & Authorization Defects,Incomplete Authentication Flow,PrefectHQ/fastmcp,2025-08-28T18:22:10Z,2025-08-29T13:35:36Z,0.8,0,16,4
"SSE client connect SSE Server got Error: "" Error in post_writer"" and ""TypeError: 'NoneType' object is not callable""",https://github.com/modelcontextprotocol/python-sdk/issues/101,https://github.com/modelcontextprotocol/python-sdk/pull/121,Fix SSE server uncaught TypeError due to incorrect routing,Execution Error,Message Routing Error,Integration & Environment Errors,Integration Failure with Frameworks,modelcontextprotocol/python-sdk,2024-12-12T13:48:56Z,2025-01-03T14:38:59Z,22.03,6,43,5
Upgrade checks failing on main branch,https://github.com/PrefectHQ/fastmcp/issues/3274,https://github.com/PrefectHQ/fastmcp/pull/3310,Fix ty 0.0.19 type errors,Deployment Failure,Deployment Failure,Integration & Environment Errors,Dependency Version Incompatibility,PrefectHQ/fastmcp,2026-02-22T16:19:05Z,2026-02-26T21:08:41Z,4.2,3,251,7
Install CLI command issue on Windows for setting filespec path,https://github.com/PrefectHQ/fastmcp/issues/202,https://github.com/PrefectHQ/fastmcp/pull/2101,Remove obsolete claude.py with Windows path bug,Deployment Failure,Deployment Failure,Integration & Environment Errors,Environment Configuration Issue,PrefectHQ/fastmcp,2025-04-18T08:40:46Z,2025-10-15T14:04:48Z,180.23,0,135,1
Upgrade checks failing on main branch,https://github.com/PrefectHQ/fastmcp/issues/3019,https://github.com/PrefectHQ/fastmcp/pull/3023,fix: type narrowing for skills resource contents,Deployment Failure,Deployment Failure,Framework Implementation Defects,Type Error,PrefectHQ/fastmcp,2026-01-28T20:05:38Z,2026-01-29T13:36:29Z,0.73,5,8,1
BearerAuthProvider must support configurable Algorithms,https://github.com/PrefectHQ/fastmcp/issues/974,https://github.com/PrefectHQ/fastmcp/pull/997,Add Support for Configurable Algorithms,Negotiation Failure,Authentication Failure,Authentication & Authorization Defects,OAuth/JWT Protocol Violation,PrefectHQ/fastmcp,2025-06-27T16:33:35Z,2025-06-30T22:44:04Z,3.26,1,35,3
Claude Desktop Compatibility Issue: Null Parameters for Enum value,https://github.com/PrefectHQ/fastmcp/issues/1193,https://github.com/PrefectHQ/fastmcp/pull/2808,Dereference $ref in tool schemas for MCP client compatibility,Negotiation Failure,Discovery Failure,Protocol & Specification Violations,External Specification Handling Error,PrefectHQ/fastmcp,2025-07-20T14:59:14Z,2026-01-07T23:30:09Z,171.35,0,505,9
New lifespan for every session?,https://github.com/PrefectHQ/fastmcp/issues/166,https://github.com/PrefectHQ/fastmcp/pull/2013,Switch Lifespan to being a Server Lifespan,Unexpected Side Effects,User Extensibility Issue,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-04-15T05:51:29Z,2025-10-14T18:49:55Z,182.54,16,250,6
Add exc_info=True to inspect command error logging for better debugging,https://github.com/PrefectHQ/fastmcp/issues/2231,https://github.com/PrefectHQ/fastmcp/pull/2232,Add exc_info=True to inspect command error logging,Connection Termination,Connection Termination,Documentation & Usability Defects,Insufficient Logging & Debugging Info,PrefectHQ/fastmcp,2025-10-24T16:20:10Z,2025-10-24T22:20:46Z,0.25,0,1,1
FastMCP 3.0.2 eagerly imports heavy unused deps (~4.3s overhead for simple stdio servers),https://github.com/PrefectHQ/fastmcp/issues/3292,https://github.com/PrefectHQ/fastmcp/pull/3295,Lazy-load heavy imports to reduce import time,Execution Hang/Poor Performance,Server Component Interaction Hang,Performance & Resource Defects,Low-Performance Implementation,PrefectHQ/fastmcp,2026-02-25T12:17:01Z,2026-02-25T21:27:53Z,0.38,3,292,5
Claude Desktop now supports remote servers,https://github.com/PrefectHQ/fastmcp/issues/742,https://github.com/PrefectHQ/fastmcp/pull/915,"Update integration documentation for Claude Desktop, ChatGPT, and Claude Code",Execution Error,Documentation-Behavior Mismatch,Documentation & Usability Defects,Outdated or Erroneous Documentation,PrefectHQ/fastmcp,2025-06-07T18:03:42Z,2025-06-22T20:09:48Z,15.09,5,258,7
FastMCP v3 undocumented breaking change: Context.set_state values must now be serializable,https://github.com/PrefectHQ/fastmcp/issues/3156,https://github.com/PrefectHQ/fastmcp/pull/3171,Support non-serializable values in Context.set_state,Execution Error,Data Processing and Parsing Error,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2026-02-11T21:51:09Z,2026-02-12T21:06:44Z,0.97,2,301,5
Claude Desktop: 307 Temporary Redirect,https://github.com/PrefectHQ/fastmcp/issues/1136,https://github.com/PrefectHQ/fastmcp/pull/1387,Improve redirect handling to address 307's,Negotiation Failure,Transport Layer Error,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-07-13T16:45:13Z,2025-08-08T15:55:31Z,25.97,4,234,9
Azure OAuth docs - Client URL should not end with /,https://github.com/PrefectHQ/fastmcp/issues/2273,https://github.com/PrefectHQ/fastmcp/pull/2277,Remove trailing slashes from MCP endpoint URLs,Negotiation Failure,Authentication Failure,Documentation & Usability Defects,Outdated or Erroneous Documentation,PrefectHQ/fastmcp,2025-10-27T04:14:26Z,2025-10-27T14:36:48Z,0.43,1,26,11
make `session_manager` as a property of the streamable HTTP app,https://github.com/PrefectHQ/fastmcp/issues/480,https://github.com/PrefectHQ/fastmcp/pull/483,Add lifespan property to app,Deployment Failure,Deployment Failure,Integration & Environment Errors,Integration Failure with Frameworks,PrefectHQ/fastmcp,2025-05-16T06:36:49Z,2025-05-17T00:54:44Z,0.76,4,39,4
"When I was deploying the SSE server, I encountered an issue that seems to be related to the passing of parameters.",https://github.com/PrefectHQ/fastmcp/issues/201,https://github.com/PrefectHQ/fastmcp/pull/218,Pass kwargs correctly,Deployment Failure,Deployment Failure,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-04-18T06:31:40Z,2025-04-21T00:54:13Z,2.77,5,59,2
Fix lowest-direct dependency tests to actually test minimum versions,https://github.com/PrefectHQ/fastmcp/issues/2290,https://github.com/PrefectHQ/fastmcp/pull/2295,Fix lowest-direct dependency tests to actually test minimum versions,Deployment Failure,Deployment Failure,Integration & Environment Errors,Dependency Version Incompatibility,PrefectHQ/fastmcp,2025-10-28T13:24:07Z,2025-11-02T22:30:32Z,5.38,1,68,3
OAuthProxy does not forward PKCE parameters to upstream authorization server,https://github.com/PrefectHQ/fastmcp/issues/1713,https://github.com/PrefectHQ/fastmcp/pull/1733,OAuth proxy PKCE forwarding,Negotiation Failure,Authentication Failure,Authentication & Authorization Defects,Incomplete Authentication Flow,PrefectHQ/fastmcp,2025-09-02T14:35:50Z,2025-09-03T16:11:39Z,1.07,0,615,3
Review list-formatted env vars to ensure correct format is shown in docs,https://github.com/PrefectHQ/fastmcp/issues/1621,https://github.com/PrefectHQ/fastmcp/pull/1642,feat: support comma separated oauth scopes,Deployment Failure,Deployment Failure,Framework Implementation Defects,Data Processing & Validation Error,PrefectHQ/fastmcp,2025-08-25T13:41:42Z,2025-08-26T14:50:55Z,1.05,2,143,14
Upgrade checks failing on main branch,https://github.com/PrefectHQ/fastmcp/issues/3214,https://github.com/PrefectHQ/fastmcp/pull/3257,Fix ty compatibility with upgraded deps,Deployment Failure,Deployment Failure,Integration & Environment Errors,Dependency Version Incompatibility,PrefectHQ/fastmcp,2026-02-18T18:10:29Z,2026-02-20T23:06:44Z,2.21,7,106,3
Handling Server Failures in FastMCP Client for Seamless Tool Retrieval,https://github.com/PrefectHQ/fastmcp/issues/595,https://github.com/PrefectHQ/fastmcp/pull/605,Add graceful error handling for unreachable mounted servers,Negotiation Failure,Transport Layer Error,Framework Implementation Defects,Error/Exception Handling Defect,PrefectHQ/fastmcp,2025-05-25T15:27:07Z,2025-05-28T20:07:31Z,3.19,1,126,2
Handle properly ToolError exception in dependencies resolving lifecycle,https://github.com/PrefectHQ/fastmcp/issues/2633,https://github.com/PrefectHQ/fastmcp/pull/2646,Let FastMCPError propagate from dependencies,Execution Error,Silent Error,Framework Implementation Defects,Error/Exception Handling Defect,PrefectHQ/fastmcp,2025-12-16T15:21:44Z,2025-12-18T16:29:21Z,2.05,2,49,2
Support for Customizable Prefix Separator in mount() Method,https://github.com/PrefectHQ/fastmcp/issues/126,https://github.com/PrefectHQ/fastmcp/pull/128,Change default mounted tool separator from / to _,Negotiation Failure,MCP Protocol Error,Protocol & Specification Violations,External Specification Handling Error,PrefectHQ/fastmcp,2025-04-12T21:29:33Z,2025-04-13T01:34:08Z,0.17,1,90,7
Composed MCP Servers don't initialize lifespans,https://github.com/PrefectHQ/fastmcp/issues/127,https://github.com/PrefectHQ/fastmcp/pull/129,Enter mounted app lifespans,Deployment Failure,Deployment Failure,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-04-13T00:48:38Z,2025-04-13T01:59:53Z,0.05,2,92,2
SEP-986: Enforce Format for Tool Names,https://github.com/modelcontextprotocol/go-sdk/issues/621,https://github.com/modelcontextprotocol/go-sdk/pull/640,mcp: validate tool names,Deployment Failure,Deployment Failure,Protocol & Specification Violations,MCP/JSON-RPC Protocol Violation,modelcontextprotocol/go-sdk,2025-11-07T22:40:41Z,2025-11-19T22:01:52Z,11.97,1,168,7
Stateless HTTP servers should return 405 for GET SSE streams,https://github.com/PrefectHQ/fastmcp/issues/3179,https://github.com/PrefectHQ/fastmcp/pull/3195,Return 405 for GET SSE on stateless HTTP servers,Execution Hang/Poor Performance,Concurrency-Related Hang,Protocol & Specification Violations,MCP/JSON-RPC Protocol Violation,PrefectHQ/fastmcp,2026-02-13T10:27:48Z,2026-02-16T14:32:26Z,3.17,1,29,2
typed tool handlers should verify against OutputSchema,https://github.com/modelcontextprotocol/go-sdk/issues/301,https://github.com/modelcontextprotocol/go-sdk/pull/352,mcp: validate tool output,Execution Error,Data Validation Failure,Framework Implementation Defects,Data Processing & Validation Error,modelcontextprotocol/go-sdk,2025-08-14T10:15:44Z,2025-09-03T20:25:50Z,20.42,0,42,3
stream IDs should be random strings,https://github.com/modelcontextprotocol/go-sdk/issues/259,https://github.com/modelcontextprotocol/go-sdk/pull/266,mcp: changed streamID's from int64 to random strings,Unexpected Side Effects,User Extensibility Issue,Framework Implementation Defects,Core Functionality Logic Error,modelcontextprotocol/go-sdk,2025-08-07T15:21:08Z,2025-08-15T13:38:19Z,7.93,4,127,4
websocket dependency compatibility with supabase,https://github.com/PrefectHQ/fastmcp/issues/266,https://github.com/PrefectHQ/fastmcp/pull/286,Lower websockets pin for compatibility,Deployment Failure,Deployment Failure,Integration & Environment Errors,Dependency Version Incompatibility,PrefectHQ/fastmcp,2025-04-27T17:33:07Z,2025-04-30T16:13:30Z,2.94,1,2,1
Lifespans that require parameters are difficult,https://github.com/PrefectHQ/fastmcp/issues/131,https://github.com/PrefectHQ/fastmcp/pull/176,Refactor MCP composition,Unexpected Side Effects,User Extensibility Issue,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-04-13T05:06:29Z,2025-04-16T13:40:11Z,3.36,5,4153,37
Support passing `extra_authorize_params` to GoogleProvider to trigger `refresh_token` IdP token from Google,https://github.com/PrefectHQ/fastmcp/issues/2435,https://github.com/PrefectHQ/fastmcp/pull/2438,Add refresh token support defaults to GoogleProvider,Negotiation Failure,Authentication Failure,Authentication & Authorization Defects,Vendor/Client Implementation Inconsistency,PrefectHQ/fastmcp,2025-11-17T11:55:48Z,2025-11-17T16:58:59Z,0.21,4,61,2
Restrict JSON-RPC batching support ,https://github.com/modelcontextprotocol/go-sdk/issues/21,https://github.com/modelcontextprotocol/go-sdk/pull/453,transport.go: disable stdio batching for newer protocols,Negotiation Failure,MCP Protocol Error,Protocol & Specification Violations,MCP/JSON-RPC Protocol Violation,modelcontextprotocol/go-sdk,2025-06-24T21:57:33Z,2025-09-11T17:33:48Z,78.82,5,54,2
FastAPI mount FastMCP didn't use /mcp path,https://github.com/PrefectHQ/fastmcp/issues/189,https://github.com/PrefectHQ/fastmcp/pull/390,Ensure FastMCP handles nested SSE and SHTTP apps properly in ASGI frameworks,Negotiation Failure,Transport Layer Error,Integration & Environment Errors,Integration Failure with Frameworks,PrefectHQ/fastmcp,2025-04-17T03:11:47Z,2025-04-20T23:48:32Z,3.86,1,404,10
Can't pass per-request headers like Authorization using from_openapi,https://github.com/PrefectHQ/fastmcp/issues/346,https://github.com/PrefectHQ/fastmcp/pull/575,Ensure client headers are passed through to remote servers,Unexpected Side Effects,User Extensibility Issue,Framework Implementation Defects,Core Functionality Logic Error,PrefectHQ/fastmcp,2025-05-06T23:14:42Z,2025-05-23T19:56:35Z,16.86,7,442,8
Bad Example in listfeatures,https://github.com/modelcontextprotocol/go-sdk/issues/700,https://github.com/modelcontextprotocol/go-sdk/pull/701,examples: improve example for listfeatures,Execution Error,Documentation-Behavior Mismatch,Documentation & Usability Defects,Outdated or Erroneous Documentation,modelcontextprotocol/go-sdk,2025-12-09T16:07:12Z,2025-12-10T15:26:23Z,0.97,1,2,1
Implement SEP-1613: JSON Schema 2020-12 as Default Dialect,https://github.com/modelcontextprotocol/typescript-sdk/issues/1057,https://github.com/modelcontextprotocol/typescript-sdk/pull/1135,SEP-1613: use`.catchall()` on inputSchema/outputSchema to support JSON Schema 2020-12,Execution Error,Data Validation Failure,Protocol & Specification Violations,External Specification Handling Error,modelcontextprotocol/typescript-sdk,2025-10-30T12:10:28Z,2025-11-21T13:41:14Z,22.06,4,152,3
Be more precise about when we serve Mcp-Session-Id headers,https://github.com/modelcontextprotocol/go-sdk/issues/412,https://github.com/modelcontextprotocol/go-sdk/pull/416,mcp: be strict about returning the Mcp-Session-Id header,Negotiation Failure,Transport Layer Error,Protocol & Specification Violations,MCP/JSON-RPC Protocol Violation,modelcontextprotocol/go-sdk,2025-09-04T13:31:32Z,2025-09-04T19:34:06Z,0.25,0,68,2
Proposal: have CallToolRequest hold CallToolParamsRaw,https://github.com/modelcontextprotocol/go-sdk/issues/377,https://github.com/modelcontextprotocol/go-sdk/pull/378,mcp: statically type the server-side tool params,Unexpected Side Effects,User Extensibility Issue,Framework Implementation Defects,Type Error,modelcontextprotocol/go-sdk,2025-08-29T14:24:50Z,2025-08-30T12:16:07Z,0.91,1,39,4
batch notifications,https://github.com/modelcontextprotocol/go-sdk/issues/649,https://github.com/modelcontextprotocol/go-sdk/pull/717,mcp: debounce server change notifications,Unexpected Side Effects,User Extensibility Issue,Performance & Resource Defects,Low-Performance Implementation,modelcontextprotocol/go-sdk,2025-11-20T19:59:35Z,2025-12-11T20:11:33Z,21.01,2,88,3
Simplify ServerSession.initialize,https://github.com/modelcontextprotocol/go-sdk/issues/222,https://github.com/modelcontextprotocol/go-sdk/pull/260,mcp: simplify ServerSession.initialize,Negotiation Failure,MCP Protocol Error,Framework Implementation Defects,Core Functionality Logic Error,modelcontextprotocol/go-sdk,2025-08-01T14:15:14Z,2025-08-07T18:59:38Z,6.2,0,113,6
Allow ping requests before initialization,https://github.com/modelcontextprotocol/python-sdk/issues/1311,https://github.com/modelcontextprotocol/python-sdk/pull/1312,Allow ping requests before initialization,Negotiation Failure,MCP Protocol Error,Protocol & Specification Violations,MCP/JSON-RPC Protocol Violation,modelcontextprotocol/python-sdk,2025-08-27T10:07:19Z,2025-09-01T21:37:37Z,5.48,0,129,2
proposal: unexport ToolFor,https://github.com/modelcontextprotocol/go-sdk/issues/401,https://github.com/modelcontextprotocol/go-sdk/pull/402,mcp: unexport ToolFor,Deployment Failure,Deployment Failure,Framework Implementation Defects,Server-Tool Interaction Logic Error,modelcontextprotocol/go-sdk,2025-09-03T15:05:55Z,2025-09-03T15:33:41Z,0.02,1,42,1
Unintended global logging configuration introduced in v1.10.0,https://github.com/modelcontextprotocol/python-sdk/issues/1045,https://github.com/modelcontextprotocol/python-sdk/pull/1048,Remove setting global logging config,Unexpected Side Effects,User Extensibility Issue,Framework Implementation Defects,Core Functionality Logic Error,modelcontextprotocol/python-sdk,2025-06-27T03:43:07Z,2025-06-27T10:48:47Z,0.3,0,1,1
jsonschema: remove Schema resolution fields,https://github.com/modelcontextprotocol/go-sdk/issues/84,https://github.com/modelcontextprotocol/go-sdk/pull/85,jsonschema: make schema state independent of resolve arguments,Unexpected Side Effects,User Extensibility Issue,Framework Implementation Defects,Core Functionality Logic Error,modelcontextprotocol/go-sdk,2025-07-02T10:42:01Z,2025-07-21T14:41:01Z,19.17,0,307,4
require negotiated version when using HTTP,https://github.com/modelcontextprotocol/typescript-sdk/issues/604,https://github.com/modelcontextprotocol/typescript-sdk/pull/614,feat: implement MCP-Protocol-Version header requirement for HTTP transport,Negotiation Failure,MCP Protocol Error,Protocol & Specification Violations,MCP/JSON-RPC Protocol Violation,modelcontextprotocol/typescript-sdk,2025-06-10T10:30:58Z,2025-06-13T17:31:04Z,3.29,1,256,10
Server Structured Output Temperature example is outside of range of expectation (documentation only),https://github.com/modelcontextprotocol/python-sdk/issues/1327,https://github.com/modelcontextprotocol/python-sdk/pull/1328,changes structured temperature to not deadly,Execution Error,Documentation-Behavior Mismatch,Documentation & Usability Defects,Outdated or Erroneous Documentation,modelcontextprotocol/python-sdk,2025-08-31T22:08:08Z,2025-08-31T23:09:50Z,0.04,0,6,3
Utilize httpx connection pooling in IntrospectionTokenVerifier,https://github.com/PrefectHQ/fastmcp/issues/3287,https://github.com/PrefectHQ/fastmcp/pull/3300,Add http_client parameter to all token verifiers for connection pooling,Execution Hang/Poor Performance,Server Component Interaction Hang,Performance & Resource Defects,Low-Performance Implementation,PrefectHQ/fastmcp,2026-02-24T16:27:57Z,2026-02-25T21:41:26Z,1.22,0,551,9
Add requirement for RFC8707,https://github.com/modelcontextprotocol/python-sdk/issues/962,https://github.com/modelcontextprotocol/python-sdk/pull/991,RFC 8707 Resource Indicators Implementation,Unexpected Side Effects,Unauthorized Access,Authentication & Authorization Defects,OAuth/JWT Protocol Violation,modelcontextprotocol/python-sdk,2025-06-16T14:40:26Z,2025-06-23T16:10:21Z,7.06,0,289,11
require negotiated version when using HTTP,https://github.com/modelcontextprotocol/python-sdk/issues/918,https://github.com/modelcontextprotocol/python-sdk/pull/898,feat: implement MCP-Protocol-Version header requirement for HTTP transport,Negotiation Failure,MCP Protocol Error,Protocol & Specification Violations,MCP/JSON-RPC Protocol Violation,modelcontextprotocol/python-sdk,2025-06-10T10:30:50Z,2025-06-12T17:01:54Z,2.27,1,289,6
Add support for azp claim in JWT client ID extraction,https://github.com/PrefectHQ/fastmcp/issues/1943,https://github.com/PrefectHQ/fastmcp/pull/1945,feat: add azp claim,Unexpected Side Effects,User Extensibility Issue,Authentication & Authorization Defects,Vendor/Client Implementation Inconsistency,PrefectHQ/fastmcp,2025-09-29T12:27:24Z,2025-10-14T19:00:29Z,15.27,0,7,1
"Invalid code in ""mirrored components"" documentation",https://github.com/PrefectHQ/fastmcp/issues/1244,https://github.com/PrefectHQ/fastmcp/pull/1246,Fix invalid async context manager usage in proxy documentation,Execution Error,Documentation-Behavior Mismatch,Documentation & Usability Defects,Outdated or Erroneous Documentation,PrefectHQ/fastmcp,2025-07-23T11:26:53Z,2025-07-23T21:37:59Z,0.42,0,23,1
